#ID = Affymetrix Probe Set ID
#ORF = Entrez Gene Link
#SPOT_ID = identifies controls
#Species Scientific Name = The genus and species of the organism represented by the probe set.
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = 
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the Sequence Source field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#ENTREZ_GENE_ID = Entrez Gene Database UID
#RefSeq Transcript ID = 
#SGD accession number = SGD accession number
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
ID	ORF	SPOT_ID	Species Scientific Name	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	ENTREZ_GENE_ID	RefSeq Transcript ID	SGD accession number	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
5520_at	YER172C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER172C putative ATP-dependent RNA helicase	YER172C	RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD	BRR2	856919	NM_001179062	S000000974	0000388 // spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) // inferred from mutant phenotype /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0006397 // mRNA processing // inferred from electronic annotation /// 0008380 // RNA splicing // inferred from electronic annotation	0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from electronic annotation /// 0005681 // spliceosomal complex // inferred from electronic annotation /// 0005682 // U5 snRNP // inferred from direct assay /// 0046540 // U4/U6 x U5 tri-snRNP complex // inferred from direct assay	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0004004 // ATP-dependent RNA helicase activity // inferred from direct assay /// 0004004 // ATP-dependent RNA helicase activity // inferred from mutant phenotype /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
5521_at	YER173W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER173W checkpoint protein	YER173W	Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein	RAD24	856920	NM_001179063	S000000975	0000077 // DNA damage checkpoint // inferred from mutant phenotype /// 0006200 // ATP catabolic process // inferred from direct assay /// 0006281 // DNA repair // inferred from electronic annotation /// 0006289 // nucleotide-excision repair // inferred from mutant phenotype /// 0006974 // cellular response to DNA damage stimulus // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007131 // reciprocal meiotic recombination // inferred from mutant phenotype	0005634 // nucleus // inferred from electronic annotation /// 0005634 // nucleus // inferred from physical interaction /// 0031389 // Rad17 RFC-like complex // inferred from direct assay	0000166 // nucleotide binding // inferred from electronic annotation /// 0003689 // DNA clamp loader activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation
5522_at	YER174C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER174C similarity to Legionella glutaredoxin-like protein	YER174C	Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx5p; protects cells from oxidative damage; with Grx3p, binds to Aft1p in iron-replete conditions, promoting its dissociation from promoters; mutant has increased aneuploidy tolerance; transcription regulated by Yap5p; GRX4 has a paralog, GRX3, that arose from the whole genome duplication	GRX4	856921	NM_001179064	S000000976	0006879 // cellular iron ion homeostasis // inferred from genetic interaction /// 0006879 // cellular iron ion homeostasis // inferred from physical interaction /// 0030036 // actin cytoskeleton organization // inferred from mutant phenotype /// 0034599 // cellular response to oxidative stress // inferred from genetic interaction /// 0034599 // cellular response to oxidative stress // inferred from mutant phenotype /// 0045454 // cell redox homeostasis // inferred from electronic annotation /// 0055114 // oxidation-reduction process // inferred from electronic annotation /// 2000678 // negative regulation of transcription regulatory region DNA binding // inferred from mutant phenotype	0005634 // nucleus // inferred from genetic interaction /// 0005634 // nucleus // inferred from physical interaction	0001102 // RNA polymerase II activating transcription factor binding // inferred from physical interaction /// 0005515 // protein binding // inferred from physical interaction /// 0009055 // electron carrier activity // inferred from electronic annotation /// 0015035 // protein disulfide oxidoreductase activity // inferred from electronic annotation /// 0015036 // disulfide oxidoreductase activity // inferred from genetic interaction /// 0015036 // disulfide oxidoreductase activity // inferred from mutant phenotype /// 0015036 // disulfide oxidoreductase activity // inferred from sequence or structural similarity /// 0046872 // metal ion binding // inferred from electronic annotation /// 0051536 // iron-sulfur cluster binding // inferred from electronic annotation /// 0051537 // 2 iron, 2 sulfur cluster binding // inferred from electronic annotation
5523_at	YER175C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER175C similarity to hypothetical protein YHR209w	YER175C	Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle	TMT1	856922	NM_001179065	S000000977	0032259 // methylation // inferred from electronic annotation	0005737 // cytoplasm // inferred from electronic annotation /// 0005829 // cytosol // inferred from direct assay	0008168 // methyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0046547 // trans-aconitate 3-methyltransferase activity // inferred from direct assay /// 0046547 // trans-aconitate 3-methyltransferase activity // inferred from electronic annotation
5524_at	YER176W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER176W DNA Helicase I	YER176W	DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes	ECM32	856923	NM_001179066	S000000978	0006449 // regulation of translational termination // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0032508 // DNA duplex unwinding // inferred from direct assay	0005737 // cytoplasm // inferred from electronic annotation /// 0005844 // polysome // inferred from direct assay /// 0010494 // cytoplasmic stress granule // inferred from direct assay	0000166 // nucleotide binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003678 // DNA helicase activity // inferred from direct assay /// 0003723 // RNA binding // inferred from electronic annotation /// 0003724 // RNA helicase activity // inferred from sequence or structural similarity /// 0003729 // mRNA binding // inferred from direct assay /// 0004386 // helicase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
5525_at	YER177W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER177W Ribosomal protein L23B (L17aB) (YL32)	YER177W	14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of exocytosis, vesicle transport, Ras/MAPK and rapamycin-sensitive signaling, aggresome formation, spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog, BMH2, that arose from whole genome duplication	BMH1	856924	NM_001179067	S000000979	0000077 // DNA damage checkpoint // inferred from mutant phenotype /// 0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0001402 // signal transduction involved in filamentous growth // inferred from genetic interaction /// 0005977 // glycogen metabolic process // inferred from genetic interaction /// 0007124 // pseudohyphal growth // inferred from genetic interaction /// 0007265 // Ras protein signal transduction // inferred from genetic interaction /// 0030437 // ascospore formation // inferred from genetic interaction /// 0034221 // fungal-type cell wall chitin biosynthetic process // inferred from genetic interaction /// 0043066 // negative regulation of apoptotic process // inferred from mutant phenotype /// 0051436 // negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle // inferred from physical interaction /// 0070842 // aggresome assembly // inferred from mutant phenotype	0005634 // nucleus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay /// 0005886 // plasma membrane // inferred from direct assay	0001102 // RNA polymerase II activating transcription factor binding // inferred from direct assay /// 0003688 // DNA replication origin binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0019904 // protein domain specific binding // inferred from electronic annotation /// 0050815 // phosphoserine binding // inferred from mutant phenotype
5526_at	YER178W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER178W alpha subunit of pyruvate dehydrogenase (E1 alpha)	YER178W	E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes	PDA1	856925	NM_001179068	S000000980	0006086 // acetyl-CoA biosynthetic process from pyruvate // inferred from direct assay /// 0006096 // glycolytic process // inferred from electronic annotation /// 0007124 // pseudohyphal growth // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation-reduction process // inferred from electronic annotation	0005739 // mitochondrion // inferred from direct assay /// 0005739 // mitochondrion // inferred from electronic annotation /// 0005759 // mitochondrial matrix // inferred from electronic annotation /// 0005967 // mitochondrial pyruvate dehydrogenase complex // inferred from direct assay /// 0042645 // mitochondrial nucleoid // inferred from direct assay /// 0043231 // intracellular membrane-bounded organelle // inferred from electronic annotation	0004739 // pyruvate dehydrogenase (acetyl-transferring) activity // inferred from electronic annotation /// 0004739 // pyruvate dehydrogenase (acetyl-transferring) activity // inferred from mutant phenotype /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016624 // oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor // inferred from electronic annotation
5527_at	YER179W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER179W meiosis-specific protein related to RecA and Rad51p. Dmc1p colocalizes with Rad51p to discrete subnuclear sites in nuclear spreads during mid prophase, briefly colocalizes with Zip1p, and then disappears by pachytene	YER179W	Meiosis-specific recombinase required for repair of double-strand breaks; also required for pairing between homologous chromosomes; homolog of Rad51p and the bacterial RecA protein; binds ssDNA and dsDNA, forms helical filaments; stimulated by Rdh54p	DMC1	856926	NM_001179069	S000000981	0000709 // meiotic joint molecule formation // inferred from mutant phenotype /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0006259 // DNA metabolic process // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from mutant phenotype /// 0007131 // reciprocal meiotic recombination // inferred from electronic annotation /// 0007131 // reciprocal meiotic recombination // inferred from mutant phenotype /// 0030435 // sporulation resulting in formation of a cellular spore // inferred from electronic annotation	0000794 // condensed nuclear chromosome // inferred from direct assay /// 0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from electronic annotation	0000150 // recombinase activity // inferred from direct assay /// 0000166 // nucleotide binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003690 // double-stranded DNA binding // inferred from direct assay /// 0003697 // single-stranded DNA binding // inferred from direct assay /// 0005524 // ATP binding // inferred from electronic annotation /// 0008094 // DNA-dependent ATPase activity // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from sequence or structural similarity /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation
5528_at	YER179W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER179W meiosis-specific protein related to RecA and Rad51p. Dmc1p colocalizes with Rad51p to discrete subnuclear sites in nuclear spreads during mid prophase, briefly colocalizes with Zip1p, and then disappears by pachytene	YER179W	Meiosis-specific recombinase required for repair of double-strand breaks; also required for pairing between homologous chromosomes; homolog of Rad51p and the bacterial RecA protein; binds ssDNA and dsDNA, forms helical filaments; stimulated by Rdh54p	DMC1	856926	NM_001179069	S000000981	0000709 // meiotic joint molecule formation // inferred from mutant phenotype /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0006259 // DNA metabolic process // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from mutant phenotype /// 0007131 // reciprocal meiotic recombination // inferred from electronic annotation /// 0007131 // reciprocal meiotic recombination // inferred from mutant phenotype /// 0030435 // sporulation resulting in formation of a cellular spore // inferred from electronic annotation	0000794 // condensed nuclear chromosome // inferred from direct assay /// 0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from electronic annotation	0000150 // recombinase activity // inferred from direct assay /// 0000166 // nucleotide binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003690 // double-stranded DNA binding // inferred from direct assay /// 0003697 // single-stranded DNA binding // inferred from direct assay /// 0005524 // ATP binding // inferred from electronic annotation /// 0008094 // DNA-dependent ATPase activity // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from sequence or structural similarity /// 0017111 // nucleoside-triphosphatase activity // inferred from electronic annotation
5529_at	YER180C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YER180C Meiosis-specific protein required for spore formation	YER180C	Protein required for sporulation; transcript is induced 7.5 hours after induction of meiosis, expected to play significant role in the formation of reproductive cells	ISC10	856927	NM_001179070	S000000982	0007049 // cell cycle // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from electronic annotation /// 0030435 // sporulation resulting in formation of a cellular spore // inferred from electronic annotation /// 0030435 // sporulation resulting in formation of a cellular spore // inferred from mutant phenotype		
